example_id,section_title,code_text,line_count,contains_find_all,contains_find,contains_select,contains_get_text,contains_requests
ex_104,find() ¶,"soup.head.title
# <title>The Dormouse's story</title>

soup.find(""head"").find(""title"")
# <title>The Dormouse's story</title>",1,False,True,False,False,False
ex_105,find_parents() and find_parent() ¶,"a_string = soup.find(string=""Lacie"")
a_string
# 'Lacie'

a_string.find_parents(""a"")
# [<a class=""sister"" href=""http://example.com/lacie"" id=""link2"">Lacie</a>]

a_string.find_parent(""p"")
# <p class=""story"">Once upon a time there were three little sisters; and their names were
#  <a class=""sister"" href=""http://example.com/elsie"" id=""link1"">Elsie</a>,
#  <a class=""sister"" href=""http://example.com/lacie"" id=""link2"">Lacie</a> and
#  <a class=""sister"" href=""http://example.com/tillie"" id=""link3"">Tillie</a>;
#  and they lived at the bottom of a well.</p>

a_string.find_parents(""p"", class_=""title"")
# []",1,False,True,False,False,False
ex_106,find_next_siblings() and find_next_sibling() ¶,"first_link = soup.a
first_link
# <a class=""sister"" href=""http://example.com/elsie"" id=""link1"">Elsie</a>

first_link.find_next_siblings(""a"")
# [<a class=""sister"" href=""http://example.com/lacie"" id=""link2"">Lacie</a>,
#  <a class=""sister"" href=""http://example.com/tillie"" id=""link3"">Tillie</a>]

first_story_paragraph = soup.find(""p"", ""story"")
first_story_paragraph.find_next_sibling(""p"")
# <p class=""story"">...</p>",1,False,True,False,False,False
ex_107,find_previous_siblings() and find_previous_sibling() ¶,"last_link = soup.find(""a"", id=""link3"")
last_link
# <a class=""sister"" href=""http://example.com/tillie"" id=""link3"">Tillie</a>

last_link.find_previous_siblings(""a"")
# [<a class=""sister"" href=""http://example.com/lacie"" id=""link2"">Lacie</a>,
#  <a class=""sister"" href=""http://example.com/elsie"" id=""link1"">Elsie</a>]

first_story_paragraph = soup.find(""p"", ""story"")
first_story_paragraph.find_previous_sibling(""p"")
# <p class=""title""><b>The Dormouse's story</b></p>",1,False,True,False,False,False
ex_108,find_all_next() and find_next() ¶,"first_link = soup.a
first_link
# <a class=""sister"" href=""http://example.com/elsie"" id=""link1"">Elsie</a>

first_link.find_all_next(string=True)
# ['Elsie', ',\n', 'Lacie', ' and\n', 'Tillie',
#  ';\nand they lived at the bottom of a well.', '\n', '...', '\n']

first_link.find_next(""p"")
# <p class=""story"">...</p>",6,True,False,False,False,False
ex_109,find_all_previous() and find_previous() ¶,"first_link = soup.a
first_link
# <a class=""sister"" href=""http://example.com/elsie"" id=""link1"">Elsie</a>

first_link.find_all_previous(""p"")
# [<p class=""story"">Once upon a time there were three little sisters; ...</p>,
#  <p class=""title""><b>The Dormouse's story</b></p>]

first_link.find_previous(""title"")
# <title>The Dormouse's story</title>",1,True,False,False,False,False
ex_110,CSS selectors through the .css property ¶,"soup.css.select(""title"")
# [<title>The Dormouse's story</title>]

soup.css.select(""p:nth-of-type(3)"")
# [<p class=""story"">...</p>]",1,False,False,True,False,False
ex_111,CSS selectors through the .css property ¶,"soup.css.select(""#link1"")
# [<a class=""sister"" href=""http://example.com/elsie"" id=""link1"">Elsie</a>]

soup.css.select(""a#link2"")
# [<a class=""sister"" href=""http://example.com/lacie"" id=""link2"">Lacie</a>]",1,False,False,True,False,False
ex_112,CSS selectors through the .css property ¶,"soup.css.select(""body a"")
# [<a class=""sister"" href=""http://example.com/elsie"" id=""link1"">Elsie</a>,
#  <a class=""sister"" href=""http://example.com/lacie""  id=""link2"">Lacie</a>,
#  <a class=""sister"" href=""http://example.com/tillie"" id=""link3"">Tillie</a>]

soup.css.select(""html head title"")
# [<title>The Dormouse's story</title>]",1,False,False,True,False,False
ex_113,CSS selectors through the .css property ¶,"soup.css.select(""head > title"")
# [<title>The Dormouse's story</title>]

soup.css.select(""p > a"")
# [<a class=""sister"" href=""http://example.com/elsie"" id=""link1"">Elsie</a>,
#  <a class=""sister"" href=""http://example.com/lacie""  id=""link2"">Lacie</a>,
#  <a class=""sister"" href=""http://example.com/tillie"" id=""link3"">Tillie</a>]

soup.css.select(""p > a:nth-of-type(2)"")
# [<a class=""sister"" href=""http://example.com/lacie"" id=""link2"">Lacie</a>]

soup.css.select(""body > a"")
# []",1,False,False,True,False,False
